Age,SocioEcon,RiskAversion,MakeModel,VehicleYear,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,Airbag,AntiTheft,CarValue,RuggedAuto,Cushioning,DrivHist,GoodStudent,HomeBase,ILiCost,MedCost,OtherCar,OtherCarCost,ThisCarDam,Theft,ThisCarCost,PropCost
Adult,Prole,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,SportsCar,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,TenThou,Tank,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,True,FiveThou,EggShell,Poor,One,False,City,Thousand,Thousand,False,Thousand,Severe,False,TenThou,TenThou
Senior,Prole,Normal,Economy,Current,False,FiveThou,False,SubStandard,Poor,None,True,False,TenThou,Football,Good,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,True,False,FiveThou,EggShell,Poor,Many,False,City,TenThou,TenThou,True,TenThou,Severe,False,TenThou,HundredThou
Senior,Prole,Cautious,FamilySedan,Older,False,FiftyThou,True,Expert,Excellent,None,False,True,FiveThou,Tank,Excellent,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,Thousand,True,HundredThou,Moderate,False,Thousand,HundredThou
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Psychopath,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,None,False,False,FiveThou,Football,Good,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,Mild,True,True,TwentyThou,Tank,Excellent,Many,False,Rural,Thousand,Thousand,True,HundredThou,None,False,Thousand,HundredThou
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,TenThou,Moderate,False,TenThou,TenThou
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Fair,One,False,City,Thousand,TenThou,True,Thousand,Moderate,False,TenThou,TenThou
Adult,UpperMiddle,Cautious,FamilySedan,Current,True,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,Moderate,False,False,TenThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,TenThou,Severe,False,TenThou,TenThou
Adult,Prole,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,True,Expert,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiveThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adolescent,Middle,Normal,SportsCar,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Poor,Many,False,Secure,Thousand,TenThou,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,UpperMiddle,Adventurous,Luxury,Current,True,FiveThou,False,Normal,Poor,None,True,True,FiftyThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Current,False,Domino,False,SubStandard,Poor,Severe,True,True,TwentyThou,Football,Excellent,Many,False,Secure,HundredThou,Thousand,True,HundredThou,Severe,False,HundredThou,Million
Adult,UpperMiddle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,None,False,False,FiveThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Normal,Economy,Current,False,FiveThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Good,One,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,Mild,True,False,TenThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Adventurous,Luxury,Current,True,TwentyThou,False,Expert,Excellent,None,True,True,FiftyThou,Tank,Excellent,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,FamilySedan,Older,False,Domino,False,SubStandard,Poor,Severe,True,False,FiveThou,Tank,Excellent,Many,False,City,Million,Thousand,True,TenThou,Severe,False,TenThou,HundredThou
Adolescent,Prole,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,TenThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,Expert,Excellent,None,True,True,FiftyThou,Football,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,TenThou,Tank,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,FiveThou,Football,Poor,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Expert,Excellent,None,True,True,FiftyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,True,FiveThou,False,Expert,Excellent,None,True,False,TwentyThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,FiveThou,True,Expert,Excellent,None,False,True,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,SportsCar,Older,True,FiftyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Football,Poor,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adolescent,Prole,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,TenThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Psychopath,Economy,Older,False,Domino,False,Normal,Poor,Severe,False,False,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,TenThou,True,Thousand,Severe,False,TenThou,TenThou
Senior,UpperMiddle,Cautious,SportsCar,Current,True,TwentyThou,True,Normal,Normal,None,True,True,TwentyThou,EggShell,Fair,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,None,True,False,FiftyThou,Football,Excellent,Many,True,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,FiftyThou,Tank,Excellent,Many,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,Mild,False,False,TenThou,Football,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,True,Expert,Excellent,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,SportsCar,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,False,TwentyThou,EggShell,Poor,Many,False,Rural,Thousand,TenThou,False,TenThou,Severe,False,HundredThou,HundredThou
Adolescent,Middle,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Severe,False,False,FiveThou,EggShell,Fair,One,True,Suburb,Thousand,Thousand,True,TenThou,Severe,False,TenThou,TenThou
Adult,UpperMiddle,Adventurous,FamilySedan,Current,True,FiftyThou,False,Normal,Poor,None,True,False,TwentyThou,Football,Good,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Older,False,Domino,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,HundredThou,True,TenThou,Severe,False,TenThou,HundredThou
Adolescent,Prole,Adventurous,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,True,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Expert,Excellent,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,FamilySedan,Older,False,TwentyThou,True,Normal,Normal,Moderate,False,False,TwentyThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,TenThou,Moderate,False,HundredThou,HundredThou
Senior,Prole,Normal,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Adventurous,Luxury,Older,False,TwentyThou,False,Expert,Excellent,None,True,False,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Excellent,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,Tank,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,UpperMiddle,Psychopath,SportsCar,Current,True,FiftyThou,False,Normal,Poor,Severe,True,False,TenThou,EggShell,Poor,One,False,City,Thousand,TenThou,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,Prole,Normal,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Good,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,True,TenThou,Severe,False,TenThou,TenThou
Adult,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,Normal,Normal,Mild,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,True,False,TwentyThou,Football,Good,Many,False,City,Thousand,Thousand,True,HundredThou,Severe,False,HundredThou,HundredThou
Adolescent,UpperMiddle,Adventurous,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TenThou,Football,Excellent,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,True,TenThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,True,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,Thousand,False,TenThou,Severe,False,TenThou,HundredThou
Adolescent,Prole,Adventurous,Economy,Current,False,TwentyThou,False,Normal,Poor,Severe,True,False,TenThou,Football,Excellent,One,False,Suburb,Thousand,Thousand,False,TenThou,Severe,False,TenThou,TenThou
Senior,UpperMiddle,Cautious,FamilySedan,Current,True,FiftyThou,True,Normal,Normal,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,SubStandard,Poor,None,True,False,TwentyThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Normal,FamilySedan,Current,False,TwentyThou,False,SubStandard,Poor,Severe,True,True,TwentyThou,EggShell,Good,Many,True,Suburb,TenThou,Thousand,True,Thousand,Severe,False,HundredThou,HundredThou
Adult,Prole,Normal,Economy,Current,False,FiftyThou,False,Expert,Excellent,None,True,False,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Cautious,Luxury,Older,True,TwentyThou,False,Expert,Excellent,Mild,True,True,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Senior,Prole,Normal,Economy,Current,False,TwentyThou,False,SubStandard,Poor,None,True,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Cautious,SportsCar,Current,False,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Good,Zero,True,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Severe,True,False,FiveThou,Football,Fair,Many,False,Suburb,Thousand,TenThou,True,TenThou,Severe,False,TenThou,TenThou
Senior,Prole,Normal,FamilySedan,Older,False,FiftyThou,True,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Current,False,Domino,False,Expert,Excellent,None,True,False,TenThou,EggShell,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Expert,Excellent,None,False,True,FiveThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,True,FiveThou,Tank,Good,Many,False,Secure,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,UpperMiddle,Normal,Luxury,Older,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,FamilySedan,Older,False,Domino,True,Normal,Normal,Mild,True,True,FiveThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,SportsCar,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,Middle,Cautious,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiveThou,False,Normal,Normal,None,False,False,TwentyThou,Football,Poor,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,True,SubStandard,Poor,Mild,True,True,FiveThou,Football,Excellent,Many,False,Suburb,Thousand,Thousand,True,HundredThou,None,False,Thousand,HundredThou
Senior,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Many,False,City,HundredThou,HundredThou,False,Thousand,Moderate,False,TenThou,TenThou
Adolescent,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Expert,Excellent,None,False,True,FiveThou,Tank,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,None,True,True,TwentyThou,Tank,Excellent,Many,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,True,FiveThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,SportsCar,Current,True,FiveThou,False,Normal,Normal,None,True,False,FiftyThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,SportsCar,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,True,TwentyThou,Football,Good,One,False,Secure,Thousand,Thousand,True,HundredThou,Severe,False,HundredThou,Million
Senior,Prole,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Excellent,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,SportsCar,Current,True,TwentyThou,False,Expert,Excellent,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Poor,Mild,False,False,TenThou,Football,Fair,Many,False,Rural,Thousand,Thousand,True,HundredThou,Mild,False,Thousand,HundredThou
Adult,Prole,Cautious,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TenThou,EggShell,Good,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,SportsCar,Current,True,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Good,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Tank,Excellent,Many,False,Rural,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,SportsCar,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,True,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,TenThou,Severe,False,TenThou,TenThou
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,True,True,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Senior,Prole,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,FiveThou,Tank,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,SportsCar,Current,True,FiveThou,True,Normal,Excellent,None,True,True,TwentyThou,EggShell,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Poor,Many,False,Rural,Thousand,TenThou,True,Thousand,Mild,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
